folder_name,type,latitude,longitude,n_images,selected_image_filename,selection_confidence,selection_reason,recommendation_pt,accessibility_for_people_with_disabilities_pct,pedestrian_safety_and_proximity_to_traffic_pct,weather_protection_and_overall_comfort_pct,final_quality_pct,accessibility_for_people_with_disabilities_notes,area_accessibility_description,cleanliness_and_maintenance_issues,lighting_and_visibility_issues,pedestrian_safety_and_proximity_to_traffic_notes,poi_description,shelter_and_seating_issues,weather_protection_and_overall_comfort_notes
bus_41.177708_-8.656946,bus,41.177708,-8.656946,4,41.177708_-8.656946_337_street.png,0.95,"Image [3] clearly shows a public transport stop pole/sign on the left side of the image, making it the best depiction of the access point among the options.",Instalar um abrigo com cobertura e painéis laterais transparentes para proteção contra o tempo; adicionar bancos acessíveis; implementar pavimento tátil e rampa/rebaixamento para acessibilidade universal; instalar pelo menos um ponto de iluminação pública junto à paragem para maior segurança noturna; considerar a colocação de um separador físico baixo para maior proteção face ao tráfego.,56.95164075993091,56.69257340241797,29.10189982728843,47.58203799654577,,,,,,,,
bus_41.177819_-8.662692,bus,41.177819,-8.662692,4,41.177819_-8.662692_326_street.png,0.99,"Image 3 clearly shows a public transport stop with a bus shelter, sign, and ticketing access, making it the best depiction of the access point among the options.",1. Alargar o passeio junto à paragem para melhorar a acessibilidade e segurança dos passageiros. 2. Instalar rampas e pavimento tátil para pessoas com mobilidade reduzida. 3. Melhorar a sinalização e criar uma passagem de peões nas proximidades. 4. Avaliar a instalação de painéis laterais em vidro no abrigo para maior proteção do vento e chuva. 5. Reforçar a iluminação sob o abrigo para maior visibilidade e segurança noturna.,73.18652849740933,56.69257340241797,86.96027633851469,72.279792746114,,,,,,,,
bus_41.177892_-8.658031,bus,41.177892,-8.658031,4,41.177892_-8.658031_148_street.png,0.5,"Image 1 shows a view down the street where a pole with a sign is visible in the distance, which could be a public transport stop. None of the images clearly show a bus stop or shelter up close, but this is the best available candidate.","Instalar um abrigo com bancos e painéis laterais para proteger do vento e da chuva. Garantir acessibilidade com rampas e rebaixamento de passeios. Implementar iluminação pública adequada junto à paragem para maior segurança. Melhorar a separação física entre o passeio e a estrada, por exemplo com barreiras ou canteiros. Efetuar limpeza regular e manutenção da área, incluindo remoção de grafitis.",36.26943005181347,33.54922279792746,29.10189982728843,32.97351755900979,,,,,,,,
bus_41.177918_-8.662698,bus,41.177918,-8.662698,4,41.177918_-8.662698_056_street.png,1.0,"This image clearly shows a public transport stop with a shelter, a bus stop pole, and a timetable, making it the most definitive depiction of the access point.",Melhorar o acesso rebaixando o passeio junto ao abrigo para facilitar a entrada de pessoas com mobilidade reduzida. Instalar painéis laterais adicionais ou mais extensos para maior proteção contra vento e chuva. Adicionar iluminação pública ou foco dedicado no interior do abrigo para maior segurança e conforto à noite. Sinalizar melhor o abrigo e garantir manutenção do passeio evitando desníveis.,56.95164075993091,56.69257340241797,86.96027633851469,66.86816350028785,,,,,,,,
bus_41.177976_-8.658197,bus,41.177976,-8.658197,4,41.177976_-8.658197_058_street.png,0.95,"Image 0 clearly shows a blue public transport stop pole/sign on the sidewalk, which is a clear indicator of a public transport access point. The other images do not show any visible stop or access point.",Instalar abrigo com bancos para proteção contra sol e chuva. Garantir pavimento regular e criar rampas ou cortes adequados de passeio para acessibilidade. Avaliar e instalar iluminação pública adequada no ponto de paragem. Considerar relocalização dos caixotes do lixo para melhorar higiene e acesso ao autocarro. Implementar proteção física (ex: separadores) entre os passageiros e a faixa de rodagem para aumentar a segurança.,15.67357512953368,14.248704663212436,29.10189982728843,19.67472654001152,,,,,,,,
bus_41.178193_-8.689279,bus,41.178193,-8.689279,4,41.178193_-8.689279_174_street.png,0.95,"Image 1 clearly shows a public transport stop pole/sign and shelter on the left side of the street, making it the best depiction of the access point among the options.","Instalar rampas de acesso ou rebaixamento do passeio para pessoas com mobilidade reduzida. Adicionar painéis laterais ao abrigo para melhor proteção contra vento e chuva, preferencialmente em vidro ou policarbonato com marcações visíveis. Melhorar a iluminação direta sob o abrigo para maior segurança à noite. Garantir a existência de bancos confortáveis.",73.18652849740933,56.69257340241797,72.9706390328152,67.61658031088083,,,,,,,,
bus_41.178410_-8.669539,bus,41.17841,-8.669539,4,41.178410_-8.669539_276_street.png,0.95,"Image 3 clearly shows a public transport stop sign on the right side of the street, next to the crosswalk, making it the best candidate that depicts the access point.",Instalar um abrigo com painéis laterais em vidro ou policarbonato e assentos. Garantir presença de rampa/rebaixamento no passeio para facilitar o acesso a pessoas com mobilidade reduzida. Adicionar sinalização tátil no passeio. Melhorar a iluminação direta junto ao ponto de paragem. Considerar instalar uma lixeira próxima para manter o local limpo.,56.95164075993091,56.69257340241797,47.75474956822107,53.79965457685665,,,,,,,,
bus_41.178445_-8.669609,bus,41.178445,-8.669609,4,41.178445_-8.669609_101_street.png,0.4,"None of the images clearly show a public transport stop or access point. Image 1 shows a pole on the sidewalk that could potentially be a bus stop sign, but it is not clear. It is the best available candidate based on the visible infrastructure.",Instalar abrigo com painéis laterais e bancos para proteção e conforto dos utentes. Melhorar a acessibilidade com rampas suaves e pavimento tátil. Reforçar a iluminação na zona de espera da paragem para mais segurança à noite. Considerar a colocação de barreiras baixas entre passeio e faixa de rodagem para maior proteção pedonal.,73.18652849740933,77.46113989637306,47.75474956822107,66.13413932066783,,,,,,,,
bus_41.178515_-8.654305,bus,41.178515,-8.654305,4,41.178515_-8.654305_336_street.png,1.0,"Image 3 clearly shows a public transport stop with a bus shelter, signage, and seating, making it the most definitive depiction of a public transport access point among the options.","Adicionar ou melhorar rampas de acesso e pavimento tátil para pessoas com mobilidade reduzida. Reforçar a iluminação no interior do abrigo, especialmente para maior segurança à noite. Considerar aumentar a proteção lateral e traseira do abrigo contra vento e chuva. Criar uma barreira física baixa (por exemplo, grade baixa ou sebe) entre o abrigo e a estrada para segurança dos peões. Realizar limpezas e manutenção regulares ao abrigo e ao passeio adjacente.",56.95164075993091,56.69257340241797,86.96027633851469,66.86816350028785,,,,,,,,
bus_41.178516_-8.688798,bus,41.178516,-8.688798,4,41.178516_-8.688798_354_street.png,0.95,"Image 3 clearly shows a blue public transport stop pole/sign on the sidewalk, which is a clear indicator of a public transport access point. The other images do not show any obvious stop or access point.","Instalar um abrigo com cobertura e painéis laterais para proteção contra o clima e incluir bancos acessíveis. Implementar rampas e rebaixamento do passeio para acessibilidade a pessoas com mobilidade reduzida. Garantir espaço livre de estacionamento entre a paragem e a via, com marcação clara e, se possível, barreiras físicas para proteger peões. Melhorar a limpeza e manter a zona regularmente. Se não existir iluminação pública, instalar postes de luz próximos da paragem.",3.454231433506045,3.713298791018999,7.901554404145078,5.023028209556707,,,,,,,,
bus_41.178540_-8.654322,bus,41.17854,-8.654322,4,41.178540_-8.654322_336_street.png,1.0,"Image 3 clearly shows a public transport stop with a bus shelter, signage, and seating, making it the most definitive depiction of a public transport access point among the options.",1. Alargar o passeio junto ao abrigo para melhorar acessibilidade e segurança. 2. Implementar passagem de peões (passadeira) próxima do ponto de paragem. 3. Instalar iluminação interior/subshelter para maior visibilidade à noite. 4. Melhorar sinalização tátil e acesso a pessoas com mobilidade reduzida (rampas e pavimento tátil).,36.26943005181347,33.54922279792746,72.9706390328152,47.59643062751872,,,,,,,,
bus_41.178825_-8.684838,bus,41.178825,-8.684838,4,41.178825_-8.684838_354_street.png,0.8,"Image 3 shows a pole with a sign next to the sidewalk, which is a typical indicator of a public transport stop. The other images do not clearly show any public transport stop or access point.",Instalar abrigo com bancos e painéis laterais para proteção contra chuva e vento. Garantir acesso confortável e seguro para pessoas com mobilidade reduzida (rebaixamento do passeio e/ou rampa). Implementar iluminação pública adequada junto à paragem. Adicionar barreira baixa ou balizadores entre o passeio e a faixa de rodagem para aumentar a segurança dos peões. Melhorar a manutenção e estética da zona envolvente.,3.454231433506045,3.713298791018999,7.901554404145078,5.023028209556707,,,,,,,,
bus_41.178984_-8.682168,bus,41.178984,-8.682168,4,41.178984_-8.682168_354_street.png,0.98,"Image 3 clearly shows a public transport stop pole/sign on the right side of the image, making it the best depiction of the access point among the options.","Instalar um abrigo com painéis laterais de vidro e assentos para maior conforto e proteção contra o tempo; garantir uma ligação acessível entre passeio e zona de paragem, sem obstáculos; adicionar iluminação dedicada na paragem ou garantir iluminação pública próxima; analisar a possibilidade de criar uma passadeira adequada e aumentar a largura do passeio para melhorar a segurança dos peões.",85.70811744386873,77.46113989637306,55.09499136442142,72.75474956822107,,,,,,,,
bus_41.178988_-8.679545,bus,41.178988,-8.679545,4,41.178988_-8.679545_088_street.png,0.4,"None of the images clearly show a public transport stop or access point such as a bus stop pole, shelter, or station signage. Image 0 shows the most street context and a sidewalk where a stop could plausibly be located, but no clear stop is visible. It is the best available candidate given the options.","Instalar abrigo e bancos na paragem para aumentar o conforto dos utentes. Garantir a existência de sinalização tátil e rampas de acesso para pessoas com mobilidade reduzida. Melhorar a separação física entre o passeio e a via, nomeadamente com barreiras baixas, para reforçar a segurança dos peões. Considerar iluminação dedicada na paragem para maior visibilidade e segurança à noite.",56.95164075993091,56.69257340241797,29.10189982728843,47.58203799654577,,,,,,,,
bus_41.179042_-8.672624,bus,41.179042,-8.672624,4,41.179042_-8.672624_175_street.png,1.0,"Image 1 clearly shows a public transport stop shelter with a bench, route map, and timetable, making it the most definitive depiction of the access point among the options.","Adicionar painéis laterais adicionais de vidro ou policarbonato ao abrigo para melhor proteção contra vento e chuva. Instalar ou reforçar iluminação pública próxima e, se possível, luz interior no abrigo para maior segurança noturna. Considerar a inclusão de pavimento tátil e rebaixamentos para acessibilidade universal.",94.38687392055267,98.40241796200344,86.96027633851469,93.24985607369028,,,,,,,,
bus_41.179043_-8.673602,bus,41.179043,-8.673602,4,41.179043_-8.673602_103_street.png,0.98,"Image 1 clearly shows a public transport stop with a shelter, signage, and access point visible on the right side of the image. The other images either do not show the stop or only show parts of the shelter without clear context.",Adicionar painel lateral adicional de proteção contra vento e chuva no abrigo. Instalar iluminação dedicada dentro ou sob o abrigo para maior conforto e segurança noturna. Considerar instalar sinalização tátil junto ao abrigo para acessibilidade. Instalar pequena barreira ou balizador entre passeio e via para maior proteção de peões.,94.38687392055267,77.46113989637306,72.9706390328152,81.60621761658031,,,,,,,,
